,M
12129,0.00036351396620577716
12130,0.0003962953841739215
12131,0.0004274994163421759
12132,0.00045700280817733406
12133,0.000484689066442638
12134,0.0005104489191270858
12135,0.0005341807466793338
12136,0.0005557909828440115
12137,0.0005751944835185954
12138,0.0005923148621781003
12139,0.0006070847905459463
12140,0.0006194462633264466
12141,0.0006293508259598795
12142,0.000636759764504487
12143,0.0006416442569021134
12144,0.0006439854850368529
12145,0.0006437747071499125
12146,0.0006410132903337723
12147,0.0006357127029848458
12148,0.0006278944672523763
12149,0.0006175900716811832
12150,0.0006048408444020064
12151,0.000589697787380393
12152,0.0005722213723889436
12153,0.0005524812995179938
12154,0.0005305562191900996
12155,0.0005065334187864961
12156,0.0004805084751343735
12157,0.0004525848742373144
12158,0.00042287359976381293
12159,0.0003914926919278958
12160,0.0003585667785173583
12161,0.0003242265799300623
12162,0.00028860839018749694
12163,0.00025185353598255436
12164,0.00021410781591052586
12165,0.00017552092210824485
12166,0.00013624584659468962
12167,9.643827466810872e-05
12168,5.6255967765028484e-05
12169,1.585813822593798e-05
12170,-2.459518155220601e-05
12171,-6.494377307926897e-05
12172,-0.00010502786633796463
12173,-0.0001446887724405387
12174,-0.00018376951187019239
12175,-0.00022211543582053558
12176,-0.00025957483817346937
12177,-0.00029599955569439357
12178,-0.0003312455540689267
12179,-0.0003651734974648971
12180,-0.00039764929936635395
12181,-0.00042854465250114583
12182,-0.00045773753577086815
12183,-0.0004851126961758712
12184,-0.0005105621038362343
12185,-0.0005339853783093284
12186,-0.0005552901845231466
12187,-0.0005743925967633117
12188,-0.0005912174292787423
12189,-0.0006056985322038105
12190,-0.0006177790516325567
12191,-0.0006274116528218051
12192,-0.0006345587056478135
12193,-0.0006391924315894739
12194,-0.0006412950116632356
12195,-0.0006408586548924505
12196,-0.0006378856270460375
12197,-0.0006323882395427836
12198,-0.0006243887985718159
12199,-0.0006139195146412603
12200,-0.0006010223729198917
12201,-0.0005857489648934123
12202,-0.000568160282012277
12203,-0.0005483264721533187
12204,-0.0005263265598701164
12205,-0.0005022481315457652
12206,-0.00047618698670374933
12207,-0.0004482467568637788
12208,-0.0004185384934597969
12209,-0.0003871802264580092
12210,-0.0003542964954299617
12211,-0.0003200178549425008
12212,-0.00028448035623007293
12213,-0.0002478250072062805
12214,-0.00021019721295801433
12215,-0.00017174619894260283
12216,-0.00013262441917549973
12217,-9.298695175597181e-05
12218,-5.2990884126663387e-05
12219,-1.2794690505056826e-05
12220,2.7442396047027804e-05
12221,6.756101442708594e-05
12222,0.00010740230666994158
12223,0.0001468085470011446
12224,0.00018562376627311004
12225,0.00022369436931346412
12226,0.000260869742741282
12227,0.0002970028508463876
12228,0.00033195081717343517
12229,0.00036557548951139337
12230,0.00039774398605340125
12231,0.00042832922056881346
12232,0.00045721040451036286
12233,0.00048427352407418137
12234,0.0005094117903276815
12235,0.0005325260606284296
12236,0.0005535252296707737
12237,0.0005723265886176797
12238,0.000588856150903023
12239,0.0006030489434194698
12240,0.0006148492619470694
12241,0.0006242108898177795
12242,0.0006310972789581818
12243,0.000635481692599983
12244,0.0006373473091029022
12245,0.0006366872864848082
12246,0.0006335047874138028
12247,0.000627812964569236
12248,0.0006196349064404775
12249,0.000609003543783831
12250,0.0005959615171183888
12251,0.000580561005792239
12252,0.0005628635193047329
12253,0.000542939651718902
12254,0.000520868800145361
12255,0.000496738848417817
12256,0.0004706458172234703
12257,0.00044269348207787266
12258,0.00041299296066647724
12259,0.0003816622711918942
12260,0.00034882586348345253
12261,0.00031461412473053645
12262,0.00027916286180377044
12263,0.0002426127622183189
12264,0.00020510883588002618
12265,0.00016679983982717482
12266,0.00012783768825213449
12267,8.837685014169608e-05
12268,4.857373692376527e-05
12269,8.586082549008916e-06
12270,-3.142768153621544e-05
12271,-7.13090540495212e-05
12272,-0.00011090009167716426
12273,-0.000150044034538288
12274,-0.00018858592683113282
12275,-0.00022637323020432295
12276,-0.00026325642742542363
12277,-0.00029908961395764855
12278,-0.0003337310751044629
12279,-0.00036704384643890275
12280,-0.0003988962553010501
12281,-0.00042916244122370923
12282,-0.00045772285322879494
12283,-0.00048446472202967036
12284,-0.0005092825052741696
12285,-0.0005320783040707683
12286,-0.0005527622491541184
12287,-0.0005712528551658829
12288,-0.0005874773416558763
12289,-0.0006013719195367276
12290,-0.0006128820418669458
12291,-0.0006219626179748598
12292,-0.0006285781900835839
12293,-0.0006327030717448009
12294,-0.0006343214475415846
12295,-0.0006334274336727355
12296,-0.0006300250991866332
12297,-0.0006241284477895472
12298,-0.0006157613603072762
12299,-0.0006049574980373295
12300,-0.000591760167381844
12301,-0.0005762221463051718
12302,-0.0005584054733121908
12303,-0.0005383811997899474
12304,-0.00051622910670201
12305,-0.0004920373867640097
12306,-0.0004659022933669175
12307,-0.00043792775764554495
12308,-0.0004082249752154219
12309,-0.0003769119642203155
12310,-0.00034411309644839273
12311,-0.0003099586033781665
12312,-0.00027458405911730147
12313,-0.00023812984228500296
12314,-0.0002007405789763759
12315,-0.00016256456901639707
12316,-0.00012375319778149514
12317,-8.446033591933212e-05
12318,-4.484172934920959e-05
12319,-5.054381959400833e-06
12320,3.474406655114453e-05
12321,7.43959652221626e-05
12322,0.0001137442762972112
12323,0.00015263319713208672
12324,0.00019090877708323489
12325,0.00022841952693422008
12326,0.0002650170184472473
12327,0.000300556471667833
12328,0.0003348973276575166
12329,0.00036790380439135235
12330,0.00039944543361900676
12331,0.0004293975765689567
12332,0.0004576419164565229
12333,0.00048406692584996593
12334,0.0005085683070484129
12335,0.0005310494037330263
12336,0.0005514215822662984
12337,0.0005696045811361328
12338,0.0005855268271661729
12339,0.0005991257172474162
12340,0.0006103478644813226
12341,0.0006191493077681932
12342,0.0006254956840160581
12343,0.0006293623622971939
12344,0.0006307345394281432
12345,0.0006296072966016445
12346,0.0006259856168558082
12347,0.0006198843633173026
12348,0.0006113282183140638
12349,0.0006003515836060703
12350,0.0005869984421372906
12351,0.0005713221818646047
12352,0.0005533853823680673
12353,0.0005332595650966429
12354,0.0005110249082450853
12355,0.00048676992739902743
12356,0.0004605911232195921
12357,0.0004325925975700376
12358,0.00040288563961164367
12359,0.0003715882835134557
12360,0.0003388248395344187
12361,0.00030472540034009153
12362,0.00026942532451470445
12363,0.00023306469931866795
12364,0.00019578778482410563
12365,0.00015774244163317447
12366,0.00011907954445063555
12367,7.995238383454967e-05
12368,4.0516058499157534e-05
12369,9.268605764561984e-07
12370,-3.865834372413675e-05
12371,-7.808273560701374e-05
12372,-0.00011719016486739034
12373,-0.00015582576829664585
12374,-0.00019383658286441664
12375,-0.0002310721512513753
12376,-0.0002673851173346527
12377,-0.00030263180927068945
12378,-0.00033667280786609004
12379,-0.0003693734979905751
12380,-0.0004006046008495268
12381,-0.0004302426850125736
12382,-0.00045817065417771773
12383,-0.0004842782097439444
12384,-0.0005084622863652943
12385,-0.0005306274587658296
12386,-0.0005506863182105809
12387,-0.000568559817146992
12388,-0.0005841775806584096
12389,-0.0005974781835018468
12390,-0.0006084093916404458
12391,-0.0006169283673203681
12392,-0.0006230018368871162
12393,-0.0006266062206850894
12394,-0.0006277277245308442
12395,-0.0006263623924088272
12396,-0.000622516120185349
12397,-0.0006162046302965888
12398,-0.0006074534075171488
12399,-0.000596297596072555
12400,-0.0005827818585094414
12401,-0.0005669601968917745
12402,-0.00054889573703741
12403,-0.0005286604766579867
12404,-0.0005063349984060416
12405,-0.0004820081489738756
12406,-0.00045577668552122526
12407,-0.00042774489083942136
12408,-0.00039802415878185384
12409,-0.0003667325516095525
12410,-0.00033399433101009385
12411,-0.00029993946465323894
12412,-0.0002647031102424765
12413,-0.00022842507911065255
12414,-0.00019124928148804305
12415,-0.0001533231556452044
12416,-0.00011479708317303143
12417,-7.582379271980828e-05
12418,-3.655775455044204e-05
12419,2.8454316743920617e-06
12420,4.222965347099451e-05
12421,8.143890401503296e-05
12422,0.0001203179000829218
12423,0.0001587126970052603
12424,0.00019647129819588282
12425,0.00023344425684462862
12426,0.00026948526739111915
12427,0.00030445174443923467
12428,0.000338205386820554
12429,0.0003706127245776993
12430,0.00040154564670164363
12431,0.000430881907538422
12432,0.00045850560986210206
12433,0.00048430766270696933
12434,0.0005081862121478482
12435,0.0005300470433303729
12436,0.0005498039521619966
12437,0.0005673790851989836
12438,0.0005827032463889973
12439,0.0005957161694602193
12440,0.0006063667548853876
12441,0.0006146132704893295
12442,0.0006204235149114986
12443,0.0006237749432850092
12444,0.0006246547546394914
12445,0.0006230599406918711
12446,0.0006189972958369573
12447,0.0006124833883071729
12448,0.0006035444926231305
12449,0.0005922164836102919
12450,0.0005785446924085858
12451,0.0005625837250534429
12452,0.0005443972443538936
12453,0.0005240577159388825
12454,0.0005016461194852098
12455,0.0004772516262770792
12456,0.0004509712443818666
12457,0.00042290943285306043
12458,0.0003931776864956755
12459,0.00036189409284390403
12460,0.00032918286311166067
12461,0.0002951738389785477
12462,0.00026000197717080683
12463,0.00022380681388185647
12464,0.00018673191115901847
12465,0.00014892428745162355
12466,0.00011053383458091495
12467,7.171272344200606e-05
12468,3.2614800795651446e-05
12469,-6.605020459675989e-06
12470,-4.579137511967879e-05
12471,-8.478906117542874e-05
12472,-0.0001234436545493531
12473,-0.0001616021206267993
12474,-0.00019911342016488444
12475,-0.00023582910717818688
12476,-0.0002716039164340513
12477,-0.00030629633823426846
12478,-0.0003397691782065256
12479,-0.00037189009989320964
12480,-0.00040253214799028326
12481,-0.0004315742501685209
12482,-0.0004589016954922612
12483,-0.00048440658754658717
12484,-0.000507988270481576
12485,-0.0005295537262930231
12486,-0.0005490179417694925
12487,-0.0005663042436602358
12488,-0.00058134460074099
12489,-0.0005940798915881609
12490,-0.0006044601370076044
12491,-0.0006124446962045417
12492,-0.000618002425923
12493,-0.0006211118019340312
12494,-0.0006217610023970789
12495,-0.0006199479527721234
12496,-0.0006156803321128604
12497,-0.0006089755407230754
12498,-0.0005998606293111684
12499,-0.0005883721899329306
12500,-0.000574556209159542
12501,-0.0005584678840619278
12502,-0.0005401714017467373
12503,-0.0005197396833237634
12504,-0.0004972540933275119
12505,-0.0004728041157490067
12506,-0.0004464869979690112
12507,-0.00041840736400866396
12508,-0.0003886767986350378
12509,-0.00035741340397635655
12510,-0.00032474133040710687
12511,-0.00029079028356608367
12512,-0.00025569500946685716
12513,-0.00021959475974215735
12514,-0.0001826327391457916
12515,-0.00014495553750325306
12516,-0.00010671254836535806
12517,-6.80553766688902e-05
12518,-2.913723775387162e-05
12519,9.887649880669577e-06
12520,4.886467567575189e-05
12521,8.763944954444964e-05
12522,0.00012605841341152714
12523,0.000163969449336191
12524,0.00020122248181188927
12525,0.00023767007185726102
12526,0.00027316800054680686
12527,0.0003075758396715756
12528,0.00034075750727210764
12529,0.0003725818058467294
12530,0.00040292294110384595
12531,0.00043166101921112907
12532,0.00045868252057242455
12533,0.0004838807482623612
12534,0.0005071562493465309
12535,0.0005284172074231831
12536,0.0005475798048374387
12537,0.0005645685531392846
12538,0.0005793165904823195
12539,0.0005917659447907676
12540,0.0006018677616604111
12541,0.0006095824960964561
12542,0.0006148800673357108
12543,0.0006177399761479453
12544,0.0006181513841575877
12545,0.0006161131548806579
12546,0.0006116338563196299
12547,0.0006047317251158451
12548,0.0005954345924063887
12549,0.0005837797716890399
12550,0.0005698139091445731
12551,0.0005535927970186015
12552,0.0005351811508072953
12553,0.0005146523511388671
12554,0.0004920881513781402
12555,0.00046757835212079835
12556,0.0004412204438712626
12557,0.000413119219328072
12558,0.0003833863568165362
12559,0.00035213997652562047
12560,0.0003195041713113762
12561,0.0002856085139317126
12562,0.00025058754266755464
12563,0.00021458022737334557
12564,0.00017772941807537367
12565,0.0001401812783057012
12566,0.00010208470541980087
12567,6.359074019571854e-05
12568,2.4851968056739506e-05
12569,-1.3978085708955674e-05
12570,-5.2745564335653075e-05
12571,-9.129688916226185e-05
12572,-0.00012947936799579686
12573,-0.00016714179984478726
12574,-0.00020413507362904398
12575,-0.00024031275849465357
12576,-0.0002755316833971302
12577,-0.0003096525036587975
12578,-0.00034254025225941416
12579,-0.0003740648736773614
12580,-0.0004041017381715419
12581,-0.0004325321344696907
12582,-0.00045924373891538447
12583,-0.0004841310592200346
12584,-0.0005070958510666356
12585,-0.0005280475059201189
12586,-0.0005469034085135975
12587,-0.0005635892625998629
12588,-0.0005780393836840685
12589,-0.0005901969575842106
12590,-0.0006000142638011671
12591,-0.0006074528628203297
12592,-0.0006124837466106355
12593,-0.0006150874517302454
12594,-0.0006152541345986683
12595,-0.0006129836086449908
12596,-0.0006082853431909431
12597,-0.0006011784240817329
12598,-0.0005916914762270366
12599,-0.0005798625483664677
12600,-0.0005657389605240851
12601,-0.0005493771147612355
12602,-0.0005308422699870476
12603,-0.0005102082817232625
12604,-0.00048755730786201323
12605,-0.00046297948158906406
12606,-0.00043657255277322507
12607,-0.00040844149924963025
12608,-0.00037869810954177426
12609,-0.0003474605386815738
12610,-0.0003148528388915192
12611,-0.0002810044669929216
12612,-0.0002460497704962737
12613,-0.0002101274544142048
12614,-0.0001733800309115829
12615,-0.00013595325397756702
12616,-9.799554136101769e-05
12617,-5.96573860627496e-05
12618,-2.1090759716847984e-05
12619,1.7551489772831915e-05
12620,5.611624395429579e-05
12621,9.44507205065722e-05
12622,0.00013240307847277134
12623,0.00016982301965023293
12624,0.00020656238375466659
12625,0.00024247573500343688
12626,0.0002774209377945799
12627,0.00031125971920255903
12628,0.0003438582160669754
12629,0.0003750875045071406
12630,0.0004048241097697172
12631,0.00043295049439324496
12632,0.0004593555227585654
12633,0.0004839349001909051
12634,0.0005065915848764974
12635,0.0005272361709697019
12636,0.0005457872413761266
12637,0.0005621716888208121
12638,0.000576325003935012
12639,0.0005881915292267315
12640,0.0005977246779353454
12641,0.0006048871169092448
12642,0.0006096509127891376
12643,0.0006119976409252278
12644,0.0006119184566016344
12645,0.000609414128296332
12646,0.0006044950328485641
12647,0.0005971811125617331
12648,0.0005875017944178481
12649,0.000575495871732681
12650,0.000561211348723863
12651,0.0005447052486177072
12652,0.0005260433860603286
12653,0.0005053001047418125
12654,0.0004825579812783008
12655,0.00045790749653274143
12656,0.000431446675681246
12657,0.00040328069845828237
12658,0.00037352148112737213
12659,0.0003422872318427061
12660,0.0003097019811640199
12661,0.00027589508959219224
12662,0.00024100073407925065
12663,0.0002051573755514897
12664,0.00016850720955806828
12665,0.0001311956022257165
12666,9.337051375555423e-05
12667,5.518191174876305e-05
12668,1.6781176687394236e-05
12669,-2.1679498073569412e-05
12670,-6.004770942410152e-05
12671,-9.817144833794758e-05
12672,-0.00013589970203925275
12673,-0.0001730830521121445
12674,-0.00020957426618450022
12675,-0.0002452288808428239
12676,-0.00027990577347091573
12677,-0.00031346772074841895
12678,-0.00034578194159952744
12679,-0.00037672062244357226
12680,-0.00040616142266992113
12681,-0.0004339879583382609
12682,-0.0004600902621917831
12683,-0.00048436521816564424
12684,-0.000506716968673574
12685,-0.0005270572930643141
12686,-0.0005453059557534776
12687,-0.00056139102265795
12688,-0.0005752491446839999
12689,-0.0005868258071527106
12690,-0.0005960755441807233
12691,-0.0006029621171728659
12692,-0.0006074586567271162
12693,-0.0006095477673948876
12694,-0.0006092215948898274
12695,-0.0006064818554848035
12696,-0.0006013398274876555
12697,-0.0005938163048364666
12698,-0.0005839415130053464
12699,-0.0005717549875599062
12700,-0.0005573054158509388
12701,-0.0005406504424804369
12702,-0.0005218564393160595
12703,-0.0005009982409730538
12704,-0.00047815884681605956
12705,-0.0004534290906694158
12706,-0.00042690727954845955
12707,-0.00039869880285010043
12708,-0.00036891571355478827
12709,-0.0003376762831056206
12710,-0.00030510453173159365
12711,-0.000271329736080621
12712,-0.00023648591611653808
12713,-0.00020071130331766613
12714,-0.000164147792285205
12715,-0.00012694037793933323
12716,-8.923658053286097e-05
12717,-5.118586076427987e-05
12718,-1.2939027308527585e-05
12719,2.5352360886649144e-05
12720,6.353659516904313e-05
12721,0.0001014624182356948
12722,0.00013897962329042615
12723,0.00017593964893256736
12724,0.00021219616742075881
12725,0.0002476056639813494
12726,0.00028202800486979796
12727,0.0003153269919356784
12728,0.0003473709014966962
12729,0.0003780330053901639
12730,0.0004071920721404057
12731,0.0004347328462608787
12732,0.00046054650379555084
12733,0.0004845310822995446
12734,0.0005065918835596181
12735,0.000526641847465018
12736,0.0005446018955514365
12737,0.0005604012428635979
12738,0.0005739776769063384
12739,0.0005852778025845825
12740,0.0005942572521682524
12741,0.0006008808594573702
12742,0.0006051227974618997
12743,0.0006069666790594201
12744,0.0006064056202375569
12745,0.0006034422656769893
12746,0.0005980887765810346
12747,0.0005903667808067883
12748,0.0005803072855018432
12749,0.0005679505525993631
12750,0.000553345937671332
12751,0.0005365516927857076
12752,0.0005176347341533814
12753,0.0004966703754938597
12754,0.00047374202817940865
12755,0.0004489408693542156
12756,0.00042236547934718636
12757,0.00039412144982093196
12758,0.0003643209642146521
12759,0.0003330823521478111
12760,0.0003005296195543213
12761,0.0002667919564133723
12762,0.00023200322403090244
12763,0.00019630142390630737
12764,0.0001598281502920606
12765,0.00012272802861813782
12766,8.514814200758305e-05
12767,4.723744815844525e-05
12768,9.146188902779834e-06
12769,-2.8974705215969362e-05
12770,-6.69742129885283e-05
12771,-0.00010470182083704623
12772,-0.0001420081189965038
12773,-0.00017874539321507596
12774,-0.0002147682096337286
12775,-0.0002499339905270641
12776,-0.0002841035786272528
12777,-0.00031714178779667485
12778,-0.00034891793787079174
12779,-0.00037930637155494153
12780,-0.0004081869513310038
12781,-0.00043544553440782535
12782,-0.00046097442383925445
12783,-0.0004846727940259686
12784,-0.0005064470889196413
12785,-0.0005262113913583555
12786,-0.0005438877620729077
12787,-0.0005594065470291768
12788,-0.0005727066518922104
12789,-0.0005837357825315369
12790,-0.0005924506506217193
12791,-0.0005988171435281468
12792,-0.0006028104578132932
12793,-0.0006044151958393765
12794,-0.0006036254250922719
12795,-0.0006004446999984374
12796,-0.0005948860461537651
12797,-0.0005869719070354994
12798,-0.0005767340534130038
12799,-0.0005642134558247403
12800,-0.0005494601206314176
12801,-0.0005325328903031407
12802,-0.0005134992087361752
12803,-0.0004924348525370613
12804,-0.00046942362934320007
12805,-0.00044455704438222656
12806,-0.0004179339365954726
12807,-0.00038966008577349167
12808,-0.00035984779226443445
12809,-0.00032861543092610717
12810,-0.00029608698109215157
12811,-0.00026239153441957153
12812,-0.00022766278257098946
12813,-0.0001920384867649408
12814,-0.00015565993129843677
12815,-0.00011867136321042018
12816,-8.121942030690207e-05
12817,-4.345254981820732e-05
12818,-5.520419990110246e-06
12819,3.2426673056336695e-05
12820,7.023840084712654e-05
12821,0.00010776499809917844
12822,0.000144857855927643
12823,0.00018137011036523093
12824,0.00021715722386549748
12825,0.00025207755748392525
12826,0.00028599293147575286
12827,0.0003187691720886047
12828,0.0003502766423884251
12829,0.00038039075501604673
12830,0.0004089924648491393
12831,0.00043596873961951815
12832,0.0004612130066257475
12833,0.0004846255737750549
12834,0.0005061140232929194
12835,0.0005255935765428056
12836,0.0005429874285181055
12837,0.0005582270506849787
12838,0.0005712524609834155
12839,0.0005820124599211692
12840,0.0005904648318322597
12841,0.0005965765105093078
12842,0.000600323708557255
12843,0.0006016920099668853
12844,0.0006006764255434876
12845,0.0005972814109804562
12846,0.0005915208475112937
12847,0.0005834179852251931
12848,0.0005730053492747275
12849,0.0005603246093560933
12850,0.000545426412984624
12851,0.0005283701832320759
12852,0.0005092238817343544
12853,0.0004880637379134954
12854,0.0004649739454936598
12855,0.000440046327518795
12856,0.00041337997120439443
12857,0.00038508083407614115
12858,0.00035526132295986686
12859,0.00032403984749615597
12860,0.00029154034995319323
12861,0.00025789181320418666
12862,0.0002232277488227108
12863,0.00018768566732759386
12864,0.00015140653267955827
12865,0.00011453420319321414
12866,7.721486108122188e-05
12867,3.959643289385749e-05
12868,1.8280031508255252e-06
12869,-3.5940776510177825e-05
12870,-7.356028032675364e-05
12871,-0.00011088150119666553
12872,-0.00014775664090693988
12873,-0.00018403969546776375
12874,-0.00021958703323479408
12875,-0.0002542579635290125
12876,-0.00028791529350487353
12877,-0.00032042587106078085
12878,-0.000351661111644946
12879,-0.00038149750687134547
12880,-0.0004098171129350023
12881,-0.00043650801689355145
12882,-0.00046146477897386406
12883,-0.00048458884915263735
12884,-0.0005057889563691039
12885,-0.0005249814688284034
12886,-0.0005420907239758152
12887,-0.0005570493268399581
12888,-0.0005697984155672779
12889,-0.000580287893101853
12890,-0.000588476624099708
12891,-0.0005943325963026447
12892,-0.000597833045737868
12893,-0.0005989645452559458
12894,-0.0005977230560595386
12895,-0.0005941139420293146
12896,-0.0005881519467920251
12897,-0.0005798611336332804
12898,-0.0005692747884945764
12899,-0.0005564352864497431
12900,-0.000541393922192797
12901,-0.0005242107052175005
12902,-0.0005049541205045652
12903,-0.0004837008556725592
12904,-0.0004605354956767061
12905,-0.0004355501862735697
12906,-0.00040884426758883456
12907,-0.0003805238792455992
12908,-0.0003507015386220556
12909,-0.00031949569391562986
12910,-0.0002870302537870227
12911,-0.00025343409545218015
12912,-0.00021884055317603827
12913,-0.00018338688919639009
12914,-0.00014721374917777555
12915,-0.00011046460435624901
12916,-7.328518258569712e-05
12917,-3.5822890544260056e-05
12918,1.7737706106755183e-06
12919,3.9355793821538124e-05
12920,7.677425661070947e-05
12921,0.00011388091112324799
12922,0.00015052877139281847
12923,0.00018657269550629413
12924,0.00022186996036013205
12925,0.00025628082673369626
12926,0.0002896690924408427
12927,0.0003219026313725316
12928,0.0003528539162953031
12929,0.0003824005233373215
12930,0.0004104256161683212
12931,0.00043681840795578466
12932,0.0004614745992732251
12933,0.00048429679022834164
12934,0.0005051948651841273
12935,0.000524086348551055
12936,0.000540896730248835
12937,0.0005555597595503487
12938,0.0005680177061514553
12939,0.0005782215874362357
12940,0.0005861313610447586
12941,0.0005917160819843949
12942,0.0005949540236698138
12943,0.0005958327624185245
12944,0.0005943492250719181
12945,0.0005905096995601514
12946,0.0005843298083773327
12947,0.0005758344450745317
12948,0.0005650576740325452
12949,0.000552042593915339
12950,0.0005368411653518189
12951,0.0005195140035360233
12952,0.0005001301365717194
12953,0.0004787667305264081
12954,0.00045550878228798545
12955,0.0004304487814479111
12956,0.0004036863425559433
12957,0.0003753278092061765
12958,0.00034548583153161616
12959,0.00031427891878237974
12960,0.0002818309687661544
12961,0.00024827077601882746
12962,0.00021373152065808833
12963,0.0001783502399474446
12964,0.00014226728466792008
12965,0.00010562576245438665
12966,6.857097030274347e-05
12967,3.124981849980296e-05
12968,-6.189751740861214e-06
12969,-4.359935462920921e-05
12970,-8.083074781066725e-05
12971,-0.00011773641970949575
12972,-0.00015417017387832615
12973,-0.00018998770803624595
12974,-0.000225047185505291
12975,-0.0002592097967801113
12976,-0.0002923403090098901
12977,-0.00032430760121398633
12978,-0.0003549851831183517
12979,-0.0003842516955542684
12980,-0.00041199139044409915
12981,-0.00043809458847385166
12982,-0.0004624581126432574
12983,-0.00048498569598065354
12984,-0.0005055883618098079
12985,-0.0005241847750691507
12986,-0.0005407015632942606
12987,-0.0005550736059974468
12988,-0.0005672442913052393
12989,-0.000577165738838951
12990,-0.0005847989879643778
12991,-0.0005901141506682663
12992,-0.0005930905284636745
12993,-0.0005937166928648092
12994,-0.0005919905291219623
12995,-0.0005879192430455378
12996,-0.0005815193309019529
12997,-0.000572816512504411
12998,-0.0005618456277713401
12999,-0.0005486504971674573
13000,-0.000533283746587549
13001,-0.0005158065973814865
13002,-0.0004962886223601641
13003,-0.0004748074687520311
13004,-0.0004514485492167917
13005,-0.0004263047021424384
13006,-0.0003994758225798035
13007,-0.0003710684652797728
13008,-0.0003411954214112213
13009,-0.00030997527064133
13010,-0.0002775319103567842
13011,-0.00024399406389580288
13012,-0.00020949476974125854
13013,-0.0001741708537036464
13014,-0.0001381623861868243
13015,-0.00010161212669011153
13016,-6.466495774897827e-05
13017,-2.7467310560441065e-05
13018,9.833415432670554e-06
13019,4.7089436694743113e-05
13020,8.415317117419281e-05
13021,0.00012087782298458722
13022,0.00015711796387140779
13023,0.00019273010916338054
13024,0.0002275732859267054
13025,0.00026150959107118255
13026,0.0002944047372015615
13027,0.0003261285840492761
13028,0.0003565556533869485
13029,0.0003855656253821641
13030,0.00041304381443270556
13031,0.0004388816225971462
13032,0.0004629769688307289
13033,0.0004852346923292663
13034,0.0005055669283856958
13035,0.0005238934552779048
13036,0.0005401420108156991
13037,0.0005542485772983754
13038,0.0005661576337602924
13039,0.0005758223745095631
13040,0.0005832048930994817
13041,0.0005882763310099877
13042,0.0005910169904569777
13043,0.0005914164108858966
13044,0.0005894734088561772
13045,0.0005851960811609654
13046,0.0005786017711787397
13047,0.0005697169985952829
13048,0.0005585773527805808
13049,0.0005452273502487851
13050,0.0005297202567727846
13051,0.0005121178748643135
13052,0.0004924902974659346
13053,0.0004709156288381638
13054,0.00044747967375211755
13055,0.000422275596224671
13056,0.0003954035491536556
13057,0.00036697027632474877
13058,0.00033708868837223707
13059,0.0003058774143775038
13060,0.00027346033088721487
13061,0.00023996607021815414
13062,0.0002055275100045995
13063,0.0001702812460096536
13064,0.0001343670502954652
13065,9.792731689818655e-05
13066,6.110649721078786e-05
13067,2.405052730642154e-05
13068,-1.309375052111856e-05
13069,-5.0179169711811704e-05
13070,-8.705882257909028e-05
13071,-0.00012358664232616076
13072,-0.00015961798163211796
13073,-0.00019501018551582307
13074,-0.00022962315620982178
13075,-0.00026331990780627837
13076,-0.00029596710848002407
13077,-0.0003274356081412226
13078,-0.00035760094943155585
13079,-0.0003863438600392462
13080,-0.00041355072438805046
13081,-0.00043911403283305376
13082,-0.000462932806587887
13083,-0.00048491299670374004
13084,-0.0005049678555237608
13085,-0.0005230182791450468
13086,-0.0005389931195374232
13087,-0.000552829465085831
13088,-0.0005644728884517234
13089,-0.0005738776607751251
13090,-0.000581006931375711
13091,-0.0005858328722455923
13092,-0.0005883367867683366
13093,-0.0005885091822376346
13094,-0.0005863498058965655
13095,-0.000581867644358701
13096,-0.0005750808864207221
13097,-0.0005660168494197244
13098,-0.0005547118694323189
13099,-0.0005412111557581119
13100,-0.000525568610268674
13101,-0.0005078466123439109
13102,-0.0004881157702548509
13103,-0.0004664546399817444
13104,-0.00044294941258864526
13105,-0.0004176935713965659
13106,-0.0003907875203211705
13107,-0.0003623381848498393
13108,-0.0003324585872454424
13109,-0.00030126739766280777
13110,-0.0002688884629625614
13111,-0.00023545031509072077
13112,-0.00020108566097699492
13113,-0.00016593085597563524
13114,-0.00013012536293677452
13115,-9.381119905686092e-05
13116,-5.713237269813959e-05
13117,-2.023431241385699e-05
13118,1.6736709559561413e-05
13119,5.363415705707362e-05
13120,9.031181068772621e-05
13121,0.0001266243471872534
13122,0.00016242791512168677
13123,0.0001975807046638441
13124,0.00023194350918554025
13125,0.0002653802764400924
13126,0.00029775864715617887
13127,0.00032895047890681937
13128,0.0003588323531833384
13129,0.000387286063666971
13130,0.0004141990837661277
13131,0.00043946501156923336
13132,0.00046298399045685025
13133,0.0004846631037068796
13134,0.0005044167415356601
13135,0.0005221669391246852
13136,0.0005378436842981261
13137,0.0005513851936368627
13138,0.0005627381559406294
13139,0.000571857942078377
13140,0.0005787087804011263
13141,0.0005832638970277572
13142,0.0005855056204540665
13143,0.000585425450075354
13144,0.0005830240883584926
13145,0.0005783114365395901
13146,0.0005713065538736653
13147,0.000562037580600188
13148,0.0005505416249381127
13149,0.0005368646145622253
13150,0.0005210611131573826
13151,0.0005031941027808356
13152,0.0004833347329020058
13153,0.00046156203711920793
13154,0.0004379626186808923
13155,0.00041263030606289523
13156,0.00038566577997135664
13157,0.00035717617325286015
13158,0.0003272746453036685
13159,0.00029607993266605087
13160,0.00026371587759917023
13161,0.0002303109364924139
